stage_rewards = [1, 2, 3]
stage_capacity = [6, 3, 1]
{'players_position': [0, 1, 0, 0, 0, 1], 'players_score': array([1, 2, 1, 1, 1, 2]), 'time_left': 9}, number_of_pushes = 0
{'players_position': [1, 2, 0, 0, 1, 1], 'players_score': array([3, 5, 2, 2, 3, 4]), 'time_left': 8}, number_of_pushes = 0
{'players_position': [2, 0, 0, 0, 1, 1], 'players_score': array([6, 6, 3, 3, 5, 6]), 'time_left': 7}, number_of_pushes = 1
{'players_position': [2, 1, 0, 0, 1, 1], 'players_score': array([9, 8, 4, 4, 7, 8]), 'time_left': 6}, number_of_pushes = 3
{'players_position': [0, 0, 0, 1, 1, 2], 'players_score': array([10,  9,  5,  6,  9, 11]), 'time_left': 5}, number_of_pushes = 5
{'players_position': [1, 0, 1, 0, 1, 2], 'players_score': array([12, 10,  7,  7, 11, 14]), 'time_left': 4}, number_of_pushes = 6
{'players_position': [2, 0, 0, 1, 1, 1], 'players_score': array([15, 11,  8,  9, 13, 16]), 'time_left': 3}, number_of_pushes = 8
{'players_position': [2, 0, 0, 1, 1, 1], 'players_score': array([18, 12,  9, 11, 15, 18]), 'time_left': 2}, number_of_pushes = 8
{'players_position': [0, 0, 0, 0, 0, 2], 'players_score': array([19, 13, 10, 12, 16, 21]), 'time_left': 1}, number_of_pushes = 11
{'players_position': [1, 0, 1, 0, 1, 2], 'players_score': array([21, 14, 12, 13, 18, 24]), 'time_left': 0}, number_of_pushes = 11
{'players_position': [0, 1, 1, 1, 0, 0], 'players_score': array([1, 2, 2, 2, 1, 1]), 'time_left': 9}, number_of_pushes = 0
{'players_position': [0, 1, 2, 0, 1, 1], 'players_score': array([2, 4, 5, 3, 3, 3]), 'time_left': 8}, number_of_pushes = 3
{'players_position': [0, 1, 2, 1, 1, 0], 'players_score': array([3, 6, 8, 5, 5, 4]), 'time_left': 7}, number_of_pushes = 5
{'players_position': [1, 2, 1, 1, 0, 0], 'players_score': array([ 5,  9, 10,  7,  6,  5]), 'time_left': 6}, number_of_pushes = 7
{'players_position': [0, 0, 0, 2, 0, 0], 'players_score': array([ 6, 10, 11, 10,  7,  6]), 'time_left': 5}, number_of_pushes = 10
{'players_position': [1, 1, 0, 2, 0, 0], 'players_score': array([ 8, 12, 12, 13,  8,  7]), 'time_left': 4}, number_of_pushes = 10
{'players_position': [0, 2, 0, 0, 1, 0], 'players_score': array([ 9, 15, 13, 14, 10,  8]), 'time_left': 3}, number_of_pushes = 12
{'players_position': [1, 2, 1, 0, 1, 0], 'players_score': array([11, 18, 15, 15, 12,  9]), 'time_left': 2}, number_of_pushes = 12
{'players_position': [2, 0, 1, 1, 0, 1], 'players_score': array([14, 19, 17, 17, 13, 11]), 'time_left': 1}, number_of_pushes = 15
{'players_position': [0, 0, 2, 1, 1, 1], 'players_score': array([15, 20, 20, 19, 15, 13]), 'time_left': 0}, number_of_pushes = 16
{'players_position': [1, 0, 1, 0, 0, 0], 'players_score': array([2, 1, 2, 1, 1, 1]), 'time_left': 9}, number_of_pushes = 0
{'players_position': [0, 0, 1, 0, 1, 1], 'players_score': array([3, 2, 4, 2, 3, 3]), 'time_left': 8}, number_of_pushes = 2
{'players_position': [0, 0, 0, 1, 0, 2], 'players_score': array([4, 3, 5, 4, 4, 6]), 'time_left': 7}, number_of_pushes = 7
{'players_position': [1, 1, 0, 2, 0, 1], 'players_score': array([6, 5, 6, 7, 5, 8]), 'time_left': 6}, number_of_pushes = 9
{'players_position': [0, 0, 0, 0, 1, 2], 'players_score': array([ 7,  6,  7,  8,  7, 11]), 'time_left': 5}, number_of_pushes = 12
{'players_position': [1, 0, 0, 1, 1, 2], 'players_score': array([ 9,  7,  8, 10,  9, 14]), 'time_left': 4}, number_of_pushes = 15
{'players_position': [1, 0, 1, 0, 1, 2], 'players_score': array([11,  8, 10, 11, 11, 17]), 'time_left': 3}, number_of_pushes = 17
{'players_position': [0, 1, 0, 1, 2, 1], 'players_score': array([12, 10, 11, 13, 14, 19]), 'time_left': 2}, number_of_pushes = 20
{'players_position': [0, 2, 1, 0, 1, 1], 'players_score': array([13, 13, 13, 14, 16, 21]), 'time_left': 1}, number_of_pushes = 25
{'players_position': [0, 2, 1, 1, 1, 0], 'players_score': array([14, 16, 15, 16, 18, 22]), 'time_left': 0}, number_of_pushes = 27
{'players_position': [0, 1, 1, 1, 0, 0], 'players_score': array([1, 2, 2, 2, 1, 1]), 'time_left': 9}, number_of_pushes = 1
{'players_position': [1, 1, 0, 2, 0, 1], 'players_score': array([3, 4, 3, 5, 2, 3]), 'time_left': 8}, number_of_pushes = 3
{'players_position': [0, 0, 0, 1, 1, 2], 'players_score': array([4, 5, 4, 7, 4, 6]), 'time_left': 7}, number_of_pushes = 6
{'players_position': [0, 1, 0, 2, 1, 1], 'players_score': array([ 5,  7,  5, 10,  6,  8]), 'time_left': 6}, number_of_pushes = 8
{'players_position': [0, 1, 0, 0, 1, 2], 'players_score': array([ 6,  9,  6, 11,  8, 11]), 'time_left': 5}, number_of_pushes = 11
{'players_position': [0, 0, 1, 1, 2, 1], 'players_score': array([ 7, 10,  8, 13, 11, 13]), 'time_left': 4}, number_of_pushes = 13
{'players_position': [1, 1, 0, 1, 2, 0], 'players_score': array([ 9, 12,  9, 15, 14, 14]), 'time_left': 3}, number_of_pushes = 16
{'players_position': [0, 1, 0, 2, 1, 0], 'players_score': array([10, 14, 10, 18, 16, 15]), 'time_left': 2}, number_of_pushes = 18
{'players_position': [1, 0, 0, 1, 2, 0], 'players_score': array([12, 15, 11, 20, 19, 16]), 'time_left': 1}, number_of_pushes = 21
{'players_position': [0, 0, 1, 2, 1, 1], 'players_score': array([13, 16, 13, 23, 21, 18]), 'time_left': 0}, number_of_pushes = 24
{'players_position': [0, 0, 1, 0, 0, 1], 'players_score': array([1, 1, 2, 1, 1, 2]), 'time_left': 9}, number_of_pushes = 0
{'players_position': [0, 0, 0, 1, 1, 2], 'players_score': array([2, 2, 3, 3, 3, 5]), 'time_left': 8}, number_of_pushes = 3
{'players_position': [1, 0, 0, 1, 2, 0], 'players_score': array([4, 3, 4, 5, 6, 6]), 'time_left': 7}, number_of_pushes = 4
{'players_position': [0, 0, 1, 2, 1, 1], 'players_score': array([5, 4, 6, 8, 8, 8]), 'time_left': 6}, number_of_pushes = 6
{'players_position': [1, 0, 1, 2, 0, 1], 'players_score': array([ 7,  5,  8, 11,  9, 10]), 'time_left': 5}, number_of_pushes = 8
{'players_position': [0, 0, 0, 1, 0, 2], 'players_score': array([ 8,  6,  9, 13, 10, 13]), 'time_left': 4}, number_of_pushes = 11
{'players_position': [0, 1, 0, 2, 1, 1], 'players_score': array([ 9,  8, 10, 16, 12, 15]), 'time_left': 3}, number_of_pushes = 12
{'players_position': [0, 0, 1, 1, 0, 2], 'players_score': array([10,  9, 12, 18, 13, 18]), 'time_left': 2}, number_of_pushes = 15
{'players_position': [0, 1, 0, 2, 1, 1], 'players_score': array([11, 11, 13, 21, 15, 20]), 'time_left': 1}, number_of_pushes = 17
{'players_position': [0, 0, 1, 1, 0, 2], 'players_score': array([12, 12, 15, 23, 16, 23]), 'time_left': 0}, number_of_pushes = 20
{'players_position': [1, 1, 1, 0, 0, 0], 'players_score': array([2, 2, 2, 1, 1, 1]), 'time_left': 9}, number_of_pushes = 0
{'players_position': [1, 0, 2, 1, 0, 1], 'players_score': array([4, 3, 5, 3, 2, 3]), 'time_left': 8}, number_of_pushes = 2
{'players_position': [1, 1, 0, 2, 1, 0], 'players_score': array([6, 5, 6, 6, 4, 4]), 'time_left': 7}, number_of_pushes = 4
{'players_position': [1, 0, 1, 0, 2, 1], 'players_score': array([8, 6, 8, 7, 7, 6]), 'time_left': 6}, number_of_pushes = 6
{'players_position': [1, 0, 0, 1, 0, 2], 'players_score': array([10,  7,  9,  9,  8,  9]), 'time_left': 5}, number_of_pushes = 8
{'players_position': [0, 1, 1, 2, 1, 0], 'players_score': array([11,  9, 11, 12, 10, 10]), 'time_left': 4}, number_of_pushes = 10
{'players_position': [1, 1, 0, 0, 2, 1], 'players_score': array([13, 11, 12, 13, 13, 12]), 'time_left': 3}, number_of_pushes = 12
{'players_position': [0, 1, 1, 1, 2, 0], 'players_score': array([14, 13, 14, 15, 16, 13]), 'time_left': 2}, number_of_pushes = 14
{'players_position': [1, 0, 0, 2, 1, 1], 'players_score': array([16, 14, 15, 18, 18, 15]), 'time_left': 1}, number_of_pushes = 17
{'players_position': [0, 1, 0, 0, 1, 2], 'players_score': array([17, 16, 16, 19, 20, 18]), 'time_left': 0}, number_of_pushes = 21
{'players_position': [1, 0, 0, 0, 1, 1], 'players_score': array([2, 1, 1, 1, 2, 2]), 'time_left': 9}, number_of_pushes = 2
{'players_position': [0, 1, 0, 0, 1, 2], 'players_score': array([3, 3, 2, 2, 4, 5]), 'time_left': 8}, number_of_pushes = 5
{'players_position': [1, 0, 0, 1, 2, 1], 'players_score': array([5, 4, 3, 4, 7, 7]), 'time_left': 7}, number_of_pushes = 8
{'players_position': [0, 1, 1, 2, 0, 1], 'players_score': array([6, 6, 5, 7, 8, 9]), 'time_left': 6}, number_of_pushes = 12
{'players_position': [1, 1, 2, 0, 0, 1], 'players_score': array([ 8,  8,  8,  8,  9, 11]), 'time_left': 5}, number_of_pushes = 16
{'players_position': [2, 0, 1, 1, 0, 1], 'players_score': array([11,  9, 10, 10, 10, 13]), 'time_left': 4}, number_of_pushes = 20
{'players_position': [0, 1, 0, 0, 1, 2], 'players_score': array([12, 11, 11, 11, 12, 16]), 'time_left': 3}, number_of_pushes = 23
{'players_position': [0, 0, 1, 1, 2, 0], 'players_score': array([13, 12, 13, 13, 15, 17]), 'time_left': 2}, number_of_pushes = 26
{'players_position': [0, 1, 0, 2, 1, 1], 'players_score': array([14, 14, 14, 16, 17, 19]), 'time_left': 1}, number_of_pushes = 29
{'players_position': [1, 1, 0, 0, 2, 1], 'players_score': array([16, 16, 15, 17, 20, 21]), 'time_left': 0}, number_of_pushes = 32
{'players_position': [1, 0, 0, 0, 1, 1], 'players_score': array([2, 1, 1, 1, 2, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [0, 1, 0, 1, 0, 2], 'players_score': array([3, 3, 2, 3, 3, 5]), 'time_left': 8}, number_of_pushes = 6
{'players_position': [0, 0, 1, 2, 1, 1], 'players_score': array([4, 4, 4, 6, 5, 7]), 'time_left': 7}, number_of_pushes = 9
{'players_position': [1, 0, 1, 0, 2, 0], 'players_score': array([6, 5, 6, 7, 8, 8]), 'time_left': 6}, number_of_pushes = 12
{'players_position': [1, 1, 2, 0, 0, 1], 'players_score': array([ 8,  7,  9,  8,  9, 10]), 'time_left': 5}, number_of_pushes = 14
{'players_position': [0, 2, 1, 1, 0, 1], 'players_score': array([ 9, 10, 11, 10, 10, 12]), 'time_left': 4}, number_of_pushes = 18
{'players_position': [0, 0, 2, 1, 1, 1], 'players_score': array([10, 11, 14, 12, 12, 14]), 'time_left': 3}, number_of_pushes = 22
{'players_position': [0, 1, 0, 2, 1, 1], 'players_score': array([11, 13, 15, 15, 14, 16]), 'time_left': 2}, number_of_pushes = 26
